center,left,right,steering,throttle,brake,speed
IMG\center_2017_08_05_00_16_05_746.jpg,IMG\left_2017_08_05_00_16_05_746.jpg,IMG\right_2017_08_05_00_16_05_746.jpg,0,0.5952716,0,14.67036
IMG\center_2017_08_05_00_16_05_842.jpg,IMG\left_2017_08_05_00_16_05_842.jpg,IMG\right_2017_08_05_00_16_05_842.jpg,0,0.5950977,0,15.27674
IMG\center_2017_08_05_00_16_05_938.jpg,IMG\left_2017_08_05_00_16_05_938.jpg,IMG\right_2017_08_05_00_16_05_938.jpg,-0.25,0.3014965,0,15.6656
IMG\center_2017_08_05_00_16_06_050.jpg,IMG\left_2017_08_05_00_16_06_050.jpg,IMG\right_2017_08_05_00_16_06_050.jpg,-0.5000001,0,0,15.35237
IMG\center_2017_08_05_00_16_06_153.jpg,IMG\left_2017_08_05_00_16_06_153.jpg,IMG\right_2017_08_05_00_16_06_153.jpg,-0.5963514,0,0,15.32337
IMG\center_2017_08_05_00_16_06_251.jpg,IMG\left_2017_08_05_00_16_06_251.jpg,IMG\right_2017_08_05_00_16_06_251.jpg,-0.2978983,0,0,14.94221
IMG\center_2017_08_05_00_16_06_351.jpg,IMG\left_2017_08_05_00_16_06_351.jpg,IMG\right_2017_08_05_00_16_06_351.jpg,0,0,0,15.0275
IMG\center_2017_08_05_00_16_06_450.jpg,IMG\left_2017_08_05_00_16_06_450.jpg,IMG\right_2017_08_05_00_16_06_450.jpg,-0.25,0,0,14.63897
IMG\center_2017_08_05_00_16_06_546.jpg,IMG\left_2017_08_05_00_16_06_546.jpg,IMG\right_2017_08_05_00_16_06_546.jpg,-0.2905313,0,0,14.71338
IMG\center_2017_08_05_00_16_06_652.jpg,IMG\left_2017_08_05_00_16_06_652.jpg,IMG\right_2017_08_05_00_16_06_652.jpg,0,0,0,14.53793
IMG\center_2017_08_05_00_16_06_761.jpg,IMG\left_2017_08_05_00_16_06_761.jpg,IMG\right_2017_08_05_00_16_06_761.jpg,0,0,0,14.13597
IMG\center_2017_08_05_00_16_06_872.jpg,IMG\left_2017_08_05_00_16_06_872.jpg,IMG\right_2017_08_05_00_16_06_872.jpg,0,0.1909718,0,14.05917
IMG\center_2017_08_05_00_16_06_984.jpg,IMG\left_2017_08_05_00_16_06_984.jpg,IMG\right_2017_08_05_00_16_06_984.jpg,0,0.5231503,0,14.58633
IMG\center_2017_08_05_00_16_07_102.jpg,IMG\left_2017_08_05_00_16_07_102.jpg,IMG\right_2017_08_05_00_16_07_102.jpg,0,0.8872669,0,15.5
IMG\center_2017_08_05_00_16_07_212.jpg,IMG\left_2017_08_05_00_16_07_212.jpg,IMG\right_2017_08_05_00_16_07_212.jpg,0,1,0,16.73441
IMG\center_2017_08_05_00_16_07_313.jpg,IMG\left_2017_08_05_00_16_07_313.jpg,IMG\right_2017_08_05_00_16_07_313.jpg,0,1,0,17.9266
IMG\center_2017_08_05_00_16_07_427.jpg,IMG\left_2017_08_05_00_16_07_427.jpg,IMG\right_2017_08_05_00_16_07_427.jpg,-0.1,0.6577005,0,18.49398
IMG\center_2017_08_05_00_16_07_536.jpg,IMG\left_2017_08_05_00_16_07_536.jpg,IMG\right_2017_08_05_00_16_07_536.jpg,-0.4,0.3307998,0,18.78238
IMG\center_2017_08_05_00_16_07_638.jpg,IMG\left_2017_08_05_00_16_07_638.jpg,IMG\right_2017_08_05_00_16_07_638.jpg,-0.4688913,0.02492686,0,18.99161
IMG\center_2017_08_05_00_16_07_753.jpg,IMG\left_2017_08_05_00_16_07_753.jpg,IMG\right_2017_08_05_00_16_07_753.jpg,-0.1232489,0,0,18.7997
IMG\center_2017_08_05_00_16_07_873.jpg,IMG\left_2017_08_05_00_16_07_873.jpg,IMG\right_2017_08_05_00_16_07_873.jpg,0,0,0,18.12963
IMG\center_2017_08_05_00_16_07_970.jpg,IMG\left_2017_08_05_00_16_07_970.jpg,IMG\right_2017_08_05_00_16_07_970.jpg,0,0,0,17.88226
IMG\center_2017_08_05_00_16_08_083.jpg,IMG\left_2017_08_05_00_16_08_083.jpg,IMG\right_2017_08_05_00_16_08_083.jpg,0,0,0,18.20637
IMG\center_2017_08_05_00_16_08_202.jpg,IMG\left_2017_08_05_00_16_08_202.jpg,IMG\right_2017_08_05_00_16_08_202.jpg,0,0,0,17.99152
IMG\center_2017_08_05_00_16_08_316.jpg,IMG\left_2017_08_05_00_16_08_316.jpg,IMG\right_2017_08_05_00_16_08_316.jpg,0,0.169507,0,17.84862
IMG\center_2017_08_05_00_16_08_427.jpg,IMG\left_2017_08_05_00_16_08_427.jpg,IMG\right_2017_08_05_00_16_08_427.jpg,0,0.5041247,0,17.71005
IMG\center_2017_08_05_00_16_08_546.jpg,IMG\left_2017_08_05_00_16_08_546.jpg,IMG\right_2017_08_05_00_16_08_546.jpg,-0.15,0.5024032,0,18.39284
IMG\center_2017_08_05_00_16_08_655.jpg,IMG\left_2017_08_05_00_16_08_655.jpg,IMG\right_2017_08_05_00_16_08_655.jpg,-0.45,0.1727738,0,18.456
IMG\center_2017_08_05_00_16_08_769.jpg,IMG\left_2017_08_05_00_16_08_769.jpg,IMG\right_2017_08_05_00_16_08_769.jpg,-0.7500002,0,0,18.01429
IMG\center_2017_08_05_00_16_08_884.jpg,IMG\left_2017_08_05_00_16_08_884.jpg,IMG\right_2017_08_05_00_16_08_884.jpg,-0.5079837,0,0,18.2166
IMG\center_2017_08_05_00_16_09_000.jpg,IMG\left_2017_08_05_00_16_09_000.jpg,IMG\right_2017_08_05_00_16_09_000.jpg,-0.1609413,0,0,18.01581
IMG\center_2017_08_05_00_16_09_116.jpg,IMG\left_2017_08_05_00_16_09_116.jpg,IMG\right_2017_08_05_00_16_09_116.jpg,0,0,0,17.78722
IMG\center_2017_08_05_00_16_09_235.jpg,IMG\left_2017_08_05_00_16_09_235.jpg,IMG\right_2017_08_05_00_16_09_235.jpg,0,0,0,17.57005
IMG\center_2017_08_05_00_16_09_351.jpg,IMG\left_2017_08_05_00_16_09_351.jpg,IMG\right_2017_08_05_00_16_09_351.jpg,0,0.1571461,0,17.41965
IMG\center_2017_08_05_00_16_09_466.jpg,IMG\left_2017_08_05_00_16_09_466.jpg,IMG\right_2017_08_05_00_16_09_466.jpg,0,0.5044472,0,17.28034
IMG\center_2017_08_05_00_16_09_579.jpg,IMG\left_2017_08_05_00_16_09_579.jpg,IMG\right_2017_08_05_00_16_09_579.jpg,0,0.8413181,0,18.27055
IMG\center_2017_08_05_00_16_09_697.jpg,IMG\left_2017_08_05_00_16_09_697.jpg,IMG\right_2017_08_05_00_16_09_697.jpg,0,1,0,19.52333
IMG\center_2017_08_05_00_16_09_824.jpg,IMG\left_2017_08_05_00_16_09_824.jpg,IMG\right_2017_08_05_00_16_09_824.jpg,0,1,0,20.76055
IMG\center_2017_08_05_00_16_09_944.jpg,IMG\left_2017_08_05_00_16_09_944.jpg,IMG\right_2017_08_05_00_16_09_944.jpg,0,1,0,21.98022
IMG\center_2017_08_05_00_16_10_014.jpg,IMG\left_2017_08_05_00_16_10_014.jpg,IMG\right_2017_08_05_00_16_10_014.jpg,0,1,0,22.78205
IMG\center_2017_08_05_00_16_10_121.jpg,IMG\left_2017_08_05_00_16_10_121.jpg,IMG\right_2017_08_05_00_16_10_121.jpg,0,1,0,23.7771
IMG\center_2017_08_05_00_16_10_252.jpg,IMG\left_2017_08_05_00_16_10_252.jpg,IMG\right_2017_08_05_00_16_10_252.jpg,0,1,0,25.12674
IMG\center_2017_08_05_00_16_10_368.jpg,IMG\left_2017_08_05_00_16_10_368.jpg,IMG\right_2017_08_05_00_16_10_368.jpg,0,0.6478173,0,25.81855
IMG\center_2017_08_05_00_16_10_481.jpg,IMG\left_2017_08_05_00_16_10_481.jpg,IMG\right_2017_08_05_00_16_10_481.jpg,0,0.3047704,0,26.12555
IMG\center_2017_08_05_00_16_10_596.jpg,IMG\left_2017_08_05_00_16_10_596.jpg,IMG\right_2017_08_05_00_16_10_596.jpg,0,0,0,25.96211
IMG\center_2017_08_05_00_16_10_704.jpg,IMG\left_2017_08_05_00_16_10_704.jpg,IMG\right_2017_08_05_00_16_10_704.jpg,0,0,0,25.69802
IMG\center_2017_08_05_00_16_10_820.jpg,IMG\left_2017_08_05_00_16_10_820.jpg,IMG\right_2017_08_05_00_16_10_820.jpg,0,0,0,25.38899
IMG\center_2017_08_05_00_16_10_938.jpg,IMG\left_2017_08_05_00_16_10_938.jpg,IMG\right_2017_08_05_00_16_10_938.jpg,0,0,0,25.08342
IMG\center_2017_08_05_00_16_11_049.jpg,IMG\left_2017_08_05_00_16_11_049.jpg,IMG\right_2017_08_05_00_16_11_049.jpg,0,0,0,24.7815
IMG\center_2017_08_05_00_16_11_161.jpg,IMG\left_2017_08_05_00_16_11_161.jpg,IMG\right_2017_08_05_00_16_11_161.jpg,0,0,0,24.53269
IMG\center_2017_08_05_00_16_11_279.jpg,IMG\left_2017_08_05_00_16_11_279.jpg,IMG\right_2017_08_05_00_16_11_279.jpg,0,0,0,24.23741
IMG\center_2017_08_05_00_16_11_393.jpg,IMG\left_2017_08_05_00_16_11_393.jpg,IMG\right_2017_08_05_00_16_11_393.jpg,-0.3,0,0,23.89648
IMG\center_2017_08_05_00_16_11_513.jpg,IMG\left_2017_08_05_00_16_11_513.jpg,IMG\right_2017_08_05_00_16_11_513.jpg,-0.3068448,0,0,23.53053
IMG\center_2017_08_05_00_16_11_628.jpg,IMG\left_2017_08_05_00_16_11_628.jpg,IMG\right_2017_08_05_00_16_11_628.jpg,0,0,0,23.28598
IMG\center_2017_08_05_00_16_11_750.jpg,IMG\left_2017_08_05_00_16_11_750.jpg,IMG\right_2017_08_05_00_16_11_750.jpg,0,0,0,22.953
IMG\center_2017_08_05_00_16_11_869.jpg,IMG\left_2017_08_05_00_16_11_869.jpg,IMG\right_2017_08_05_00_16_11_869.jpg,0,0,0,22.72096
IMG\center_2017_08_05_00_16_11_989.jpg,IMG\left_2017_08_05_00_16_11_989.jpg,IMG\right_2017_08_05_00_16_11_989.jpg,0,0,0,22.402
IMG\center_2017_08_05_00_16_12_204.jpg,IMG\left_2017_08_05_00_16_12_204.jpg,IMG\right_2017_08_05_00_16_12_204.jpg,0,0,0,21.95444
IMG\center_2017_08_05_00_16_12_316.jpg,IMG\left_2017_08_05_00_16_12_316.jpg,IMG\right_2017_08_05_00_16_12_316.jpg,0,0,0,21.69021
IMG\center_2017_08_05_00_16_12_431.jpg,IMG\left_2017_08_05_00_16_12_431.jpg,IMG\right_2017_08_05_00_16_12_431.jpg,-0.3,0,0,21.38258
IMG\center_2017_08_05_00_16_12_503.jpg,IMG\left_2017_08_05_00_16_12_503.jpg,IMG\right_2017_08_05_00_16_12_503.jpg,-0.45,0,0,21.17818
IMG\center_2017_08_05_00_16_12_618.jpg,IMG\left_2017_08_05_00_16_12_618.jpg,IMG\right_2017_08_05_00_16_12_618.jpg,-0.5657882,0,0,20.74175
IMG\center_2017_08_05_00_16_12_751.jpg,IMG\left_2017_08_05_00_16_12_751.jpg,IMG\right_2017_08_05_00_16_12_751.jpg,-0.1700166,0,0,20.46591
IMG\center_2017_08_05_00_16_12_863.jpg,IMG\left_2017_08_05_00_16_12_863.jpg,IMG\right_2017_08_05_00_16_12_863.jpg,0,0,0,20.24678
IMG\center_2017_08_05_00_16_12_983.jpg,IMG\left_2017_08_05_00_16_12_983.jpg,IMG\right_2017_08_05_00_16_12_983.jpg,0,0,0,20.0249
IMG\center_2017_08_05_00_16_13_057.jpg,IMG\left_2017_08_05_00_16_13_057.jpg,IMG\right_2017_08_05_00_16_13_057.jpg,0,0,0,19.9031
IMG\center_2017_08_05_00_16_13_169.jpg,IMG\left_2017_08_05_00_16_13_169.jpg,IMG\right_2017_08_05_00_16_13_169.jpg,0,0,0,19.68902
IMG\center_2017_08_05_00_16_13_283.jpg,IMG\left_2017_08_05_00_16_13_283.jpg,IMG\right_2017_08_05_00_16_13_283.jpg,0,0.1625912,0,19.2742
IMG\center_2017_08_05_00_16_13_355.jpg,IMG\left_2017_08_05_00_16_13_355.jpg,IMG\right_2017_08_05_00_16_13_355.jpg,0,0.3705997,0,19.47564
IMG\center_2017_08_05_00_16_13_475.jpg,IMG\left_2017_08_05_00_16_13_475.jpg,IMG\right_2017_08_05_00_16_13_475.jpg,0,0.7316551,0,20.17931
IMG\center_2017_08_05_00_16_13_600.jpg,IMG\left_2017_08_05_00_16_13_600.jpg,IMG\right_2017_08_05_00_16_13_600.jpg,0,0.7074892,0,21.17054
IMG\center_2017_08_05_00_16_13_715.jpg,IMG\left_2017_08_05_00_16_13_715.jpg,IMG\right_2017_08_05_00_16_13_715.jpg,-0.3,0.3590973,0,21.56548
IMG\center_2017_08_05_00_16_13_832.jpg,IMG\left_2017_08_05_00_16_13_832.jpg,IMG\right_2017_08_05_00_16_13_832.jpg,0,0.007248085,0,21.44254
IMG\center_2017_08_05_00_16_13_901.jpg,IMG\left_2017_08_05_00_16_13_901.jpg,IMG\right_2017_08_05_00_16_13_901.jpg,0,0,0,21.49269
IMG\center_2017_08_05_00_16_14_014.jpg,IMG\left_2017_08_05_00_16_14_014.jpg,IMG\right_2017_08_05_00_16_14_014.jpg,0,0,0,21.25675
IMG\center_2017_08_05_00_16_14_137.jpg,IMG\left_2017_08_05_00_16_14_137.jpg,IMG\right_2017_08_05_00_16_14_137.jpg,0,0,0,21.00628
IMG\center_2017_08_05_00_16_14_266.jpg,IMG\left_2017_08_05_00_16_14_266.jpg,IMG\right_2017_08_05_00_16_14_266.jpg,0,0,0,20.75841
IMG\center_2017_08_05_00_16_14_338.jpg,IMG\left_2017_08_05_00_16_14_338.jpg,IMG\right_2017_08_05_00_16_14_338.jpg,0,0,0,20.59503
IMG\center_2017_08_05_00_16_14_453.jpg,IMG\left_2017_08_05_00_16_14_453.jpg,IMG\right_2017_08_05_00_16_14_453.jpg,-0.15,0,0,20.34455
IMG\center_2017_08_05_00_16_14_582.jpg,IMG\left_2017_08_05_00_16_14_582.jpg,IMG\right_2017_08_05_00_16_14_582.jpg,-0.45,0,0,19.98349
IMG\center_2017_08_05_00_16_14_702.jpg,IMG\left_2017_08_05_00_16_14_702.jpg,IMG\right_2017_08_05_00_16_14_702.jpg,-0.7500002,0,0,19.50582
IMG\center_2017_08_05_00_16_14_840.jpg,IMG\left_2017_08_05_00_16_14_840.jpg,IMG\right_2017_08_05_00_16_14_840.jpg,-0.5141731,0,0,18.78799
IMG\center_2017_08_05_00_16_14_968.jpg,IMG\left_2017_08_05_00_16_14_968.jpg,IMG\right_2017_08_05_00_16_14_968.jpg,-0.1281922,0,0,18.57988
IMG\center_2017_08_05_00_16_15_092.jpg,IMG\left_2017_08_05_00_16_15_092.jpg,IMG\right_2017_08_05_00_16_15_092.jpg,0,0,0,18.71725
IMG\center_2017_08_05_00_16_15_216.jpg,IMG\left_2017_08_05_00_16_15_216.jpg,IMG\right_2017_08_05_00_16_15_216.jpg,0,0.1880274,0,18.58499
IMG\center_2017_08_05_00_16_15_287.jpg,IMG\left_2017_08_05_00_16_15_287.jpg,IMG\right_2017_08_05_00_16_15_287.jpg,0,0.4013786,0,18.38
IMG\center_2017_08_05_00_16_15_415.jpg,IMG\left_2017_08_05_00_16_15_415.jpg,IMG\right_2017_08_05_00_16_15_415.jpg,0.15,0.7841168,0,19.47785
IMG\center_2017_08_05_00_16_15_539.jpg,IMG\left_2017_08_05_00_16_15_539.jpg,IMG\right_2017_08_05_00_16_15_539.jpg,0.45,0.4119398,0,19.9198
IMG\center_2017_08_05_00_16_15_664.jpg,IMG\left_2017_08_05_00_16_15_664.jpg,IMG\right_2017_08_05_00_16_15_664.jpg,0.5663044,0.03531381,0,19.79939
IMG\center_2017_08_05_00_16_15_737.jpg,IMG\left_2017_08_05_00_16_15_737.jpg,IMG\right_2017_08_05_00_16_15_737.jpg,0.3496049,0,0,19.67513
IMG\center_2017_08_05_00_16_15_864.jpg,IMG\left_2017_08_05_00_16_15_864.jpg,IMG\right_2017_08_05_00_16_15_864.jpg,0,0,0,19.43763
IMG\center_2017_08_05_00_16_15_986.jpg,IMG\left_2017_08_05_00_16_15_986.jpg,IMG\right_2017_08_05_00_16_15_986.jpg,0,0,0,19.20614
IMG\center_2017_08_05_00_16_16_119.jpg,IMG\left_2017_08_05_00_16_16_119.jpg,IMG\right_2017_08_05_00_16_16_119.jpg,0,0,0,18.48733
IMG\center_2017_08_05_00_16_16_245.jpg,IMG\left_2017_08_05_00_16_16_245.jpg,IMG\right_2017_08_05_00_16_16_245.jpg,0,0,0,18.24552
IMG\center_2017_08_05_00_16_16_370.jpg,IMG\left_2017_08_05_00_16_16_370.jpg,IMG\right_2017_08_05_00_16_16_370.jpg,-0.35,0,0,18.40356
IMG\center_2017_08_05_00_16_16_485.jpg,IMG\left_2017_08_05_00_16_16_485.jpg,IMG\right_2017_08_05_00_16_16_485.jpg,-0.03098915,0,0,17.72187
IMG\center_2017_08_05_00_16_16_613.jpg,IMG\left_2017_08_05_00_16_16_613.jpg,IMG\right_2017_08_05_00_16_16_613.jpg,0,0,0,17.97689
IMG\center_2017_08_05_00_16_16_738.jpg,IMG\left_2017_08_05_00_16_16_738.jpg,IMG\right_2017_08_05_00_16_16_738.jpg,0,0,0,17.76427
IMG\center_2017_08_05_00_16_16_848.jpg,IMG\left_2017_08_05_00_16_16_848.jpg,IMG\right_2017_08_05_00_16_16_848.jpg,0,0,0,17.05823
