center,left,right,steering,throttle,brake,speed
IMG\center_2017_08_05_00_33_31_359.jpg,IMG\left_2017_08_05_00_33_31_359.jpg,IMG\right_2017_08_05_00_33_31_359.jpg,-0.3,0,0,4.850341E-05
IMG\center_2017_08_05_00_33_31_466.jpg,IMG\left_2017_08_05_00_33_31_466.jpg,IMG\right_2017_08_05_00_33_31_466.jpg,-0.5500001,0,0,4.810782E-05
IMG\center_2017_08_05_00_33_31_563.jpg,IMG\left_2017_08_05_00_33_31_563.jpg,IMG\right_2017_08_05_00_33_31_563.jpg,-0.3316623,0,0,4.881074E-05
IMG\center_2017_08_05_00_33_31_670.jpg,IMG\left_2017_08_05_00_33_31_670.jpg,IMG\right_2017_08_05_00_33_31_670.jpg,-0.5816624,0,0,4.800816E-05
IMG\center_2017_08_05_00_33_31_775.jpg,IMG\left_2017_08_05_00_33_31_775.jpg,IMG\right_2017_08_05_00_33_31_775.jpg,-0.8316624,0,0,4.947841E-05
IMG\center_2017_08_05_00_33_31_886.jpg,IMG\left_2017_08_05_00_33_31_886.jpg,IMG\right_2017_08_05_00_33_31_886.jpg,-1,0.1803236,0,0.1173488
IMG\center_2017_08_05_00_33_31_990.jpg,IMG\left_2017_08_05_00_33_31_990.jpg,IMG\right_2017_08_05_00_33_31_990.jpg,-1,0.5007697,0,0.6131505
IMG\center_2017_08_05_00_33_32_094.jpg,IMG\left_2017_08_05_00_33_32_094.jpg,IMG\right_2017_08_05_00_33_32_094.jpg,-1,0.4782923,0,1.184058
IMG\center_2017_08_05_00_33_32_204.jpg,IMG\left_2017_08_05_00_33_32_204.jpg,IMG\right_2017_08_05_00_33_32_204.jpg,-1,0.1485958,0,1.525639
IMG\center_2017_08_05_00_33_32_299.jpg,IMG\left_2017_08_05_00_33_32_299.jpg,IMG\right_2017_08_05_00_33_32_299.jpg,-1,0,0,1.487586
IMG\center_2017_08_05_00_33_32_401.jpg,IMG\left_2017_08_05_00_33_32_401.jpg,IMG\right_2017_08_05_00_33_32_401.jpg,-1,0,0,1.461882
IMG\center_2017_08_05_00_33_32_496.jpg,IMG\left_2017_08_05_00_33_32_496.jpg,IMG\right_2017_08_05_00_33_32_496.jpg,-1,0,0,1.44173
IMG\center_2017_08_05_00_33_32_601.jpg,IMG\left_2017_08_05_00_33_32_601.jpg,IMG\right_2017_08_05_00_33_32_601.jpg,-0.8398776,0,0,1.42116
IMG\center_2017_08_05_00_33_32_701.jpg,IMG\left_2017_08_05_00_33_32_701.jpg,IMG\right_2017_08_05_00_33_32_701.jpg,-0.5397888,0,0,1.413187
IMG\center_2017_08_05_00_33_32_804.jpg,IMG\left_2017_08_05_00_33_32_804.jpg,IMG\right_2017_08_05_00_33_32_804.jpg,-0.2373633,0.1432376,0,1.485201
IMG\center_2017_08_05_00_33_32_909.jpg,IMG\left_2017_08_05_00_33_32_909.jpg,IMG\right_2017_08_05_00_33_32_909.jpg,0,0.4615077,0,1.939488
IMG\center_2017_08_05_00_33_33_007.jpg,IMG\left_2017_08_05_00_33_33_007.jpg,IMG\right_2017_08_05_00_33_33_007.jpg,-0.15,0.7655403,0,2.780295
IMG\center_2017_08_05_00_33_33_116.jpg,IMG\left_2017_08_05_00_33_33_116.jpg,IMG\right_2017_08_05_00_33_33_116.jpg,-0.4,0.7674225,0,3.779062
IMG\center_2017_08_05_00_33_33_220.jpg,IMG\left_2017_08_05_00_33_33_220.jpg,IMG\right_2017_08_05_00_33_33_220.jpg,-0.170742,0.4554462,0,4.50902
IMG\center_2017_08_05_00_33_33_339.jpg,IMG\left_2017_08_05_00_33_33_339.jpg,IMG\right_2017_08_05_00_33_33_339.jpg,-0.15,0.09961686,0,4.736038
IMG\center_2017_08_05_00_33_33_442.jpg,IMG\left_2017_08_05_00_33_33_442.jpg,IMG\right_2017_08_05_00_33_33_442.jpg,-0.4,0,0,4.672433
IMG\center_2017_08_05_00_33_33_555.jpg,IMG\left_2017_08_05_00_33_33_555.jpg,IMG\right_2017_08_05_00_33_33_555.jpg,-0.5239527,0,0,4.601709
IMG\center_2017_08_05_00_33_33_680.jpg,IMG\left_2017_08_05_00_33_33_680.jpg,IMG\right_2017_08_05_00_33_33_680.jpg,-0.1534785,0,0,4.541484
IMG\center_2017_08_05_00_33_33_805.jpg,IMG\left_2017_08_05_00_33_33_805.jpg,IMG\right_2017_08_05_00_33_33_805.jpg,0,0.1910994,0,4.612449
IMG\center_2017_08_05_00_33_33_922.jpg,IMG\left_2017_08_05_00_33_33_922.jpg,IMG\right_2017_08_05_00_33_33_922.jpg,-0.15,0,0,4.572442
IMG\center_2017_08_05_00_33_34_042.jpg,IMG\left_2017_08_05_00_33_34_042.jpg,IMG\right_2017_08_05_00_33_34_042.jpg,-0.2063816,0,0,4.507712
IMG\center_2017_08_05_00_33_34_152.jpg,IMG\left_2017_08_05_00_33_34_152.jpg,IMG\right_2017_08_05_00_33_34_152.jpg,0,0,0,4.45733
IMG\center_2017_08_05_00_33_34_260.jpg,IMG\left_2017_08_05_00_33_34_260.jpg,IMG\right_2017_08_05_00_33_34_260.jpg,-0.15,0,0,4.399649
IMG\center_2017_08_05_00_33_34_371.jpg,IMG\left_2017_08_05_00_33_34_371.jpg,IMG\right_2017_08_05_00_33_34_371.jpg,-0.4,0,0,4.336646
IMG\center_2017_08_05_00_33_34_479.jpg,IMG\left_2017_08_05_00_33_34_479.jpg,IMG\right_2017_08_05_00_33_34_479.jpg,-0.7,0,0,4.243966
IMG\center_2017_08_05_00_33_34_584.jpg,IMG\left_2017_08_05_00_33_34_584.jpg,IMG\right_2017_08_05_00_33_34_584.jpg,-0.7996918,0,0,4.170977
IMG\center_2017_08_05_00_33_34_688.jpg,IMG\left_2017_08_05_00_33_34_688.jpg,IMG\right_2017_08_05_00_33_34_688.jpg,-0.4787161,0,0,4.146899
IMG\center_2017_08_05_00_33_34_794.jpg,IMG\left_2017_08_05_00_33_34_794.jpg,IMG\right_2017_08_05_00_33_34_794.jpg,-0.1561829,0.1669555,0,4.185798
IMG\center_2017_08_05_00_33_34_900.jpg,IMG\left_2017_08_05_00_33_34_900.jpg,IMG\right_2017_08_05_00_33_34_900.jpg,0,0.4747426,0,4.695373
IMG\center_2017_08_05_00_33_34_997.jpg,IMG\left_2017_08_05_00_33_34_997.jpg,IMG\right_2017_08_05_00_33_34_997.jpg,0,0.4965872,0,5.20512
IMG\center_2017_08_05_00_33_35_100.jpg,IMG\left_2017_08_05_00_33_35_100.jpg,IMG\right_2017_08_05_00_33_35_100.jpg,0,0.1930852,0,5.547795
IMG\center_2017_08_05_00_33_35_200.jpg,IMG\left_2017_08_05_00_33_35_200.jpg,IMG\right_2017_08_05_00_33_35_200.jpg,0,0,0,5.525101
IMG\center_2017_08_05_00_33_35_296.jpg,IMG\left_2017_08_05_00_33_35_296.jpg,IMG\right_2017_08_05_00_33_35_296.jpg,0,0.1486432,0,5.545919
IMG\center_2017_08_05_00_33_35_396.jpg,IMG\left_2017_08_05_00_33_35_396.jpg,IMG\right_2017_08_05_00_33_35_396.jpg,0,0.4481496,0,5.908525
IMG\center_2017_08_05_00_33_35_497.jpg,IMG\left_2017_08_05_00_33_35_497.jpg,IMG\right_2017_08_05_00_33_35_497.jpg,-0.25,0.749558,0,6.617947
IMG\center_2017_08_05_00_33_35_597.jpg,IMG\left_2017_08_05_00_33_35_597.jpg,IMG\right_2017_08_05_00_33_35_597.jpg,-0.5000001,0.4496234,0,7.181545
IMG\center_2017_08_05_00_33_35_698.jpg,IMG\left_2017_08_05_00_33_35_698.jpg,IMG\right_2017_08_05_00_33_35_698.jpg,-0.8000001,0.1492496,0,7.355072
IMG\center_2017_08_05_00_33_35_796.jpg,IMG\left_2017_08_05_00_33_35_796.jpg,IMG\right_2017_08_05_00_33_35_796.jpg,-0.8490233,0,0,7.25678
IMG\center_2017_08_05_00_33_35_908.jpg,IMG\left_2017_08_05_00_33_35_908.jpg,IMG\right_2017_08_05_00_33_35_908.jpg,-0.5162636,0,0,7.202668
IMG\center_2017_08_05_00_33_36_007.jpg,IMG\left_2017_08_05_00_33_36_007.jpg,IMG\right_2017_08_05_00_33_36_007.jpg,-0.2178766,0,0,7.13877
IMG\center_2017_08_05_00_33_36_112.jpg,IMG\left_2017_08_05_00_33_36_112.jpg,IMG\right_2017_08_05_00_33_36_112.jpg,0,0,0,7.058801
IMG\center_2017_08_05_00_33_36_217.jpg,IMG\left_2017_08_05_00_33_36_217.jpg,IMG\right_2017_08_05_00_33_36_217.jpg,0,0,0,6.98828
IMG\center_2017_08_05_00_33_36_314.jpg,IMG\left_2017_08_05_00_33_36_314.jpg,IMG\right_2017_08_05_00_33_36_314.jpg,0,0,0,6.919445
IMG\center_2017_08_05_00_33_36_416.jpg,IMG\left_2017_08_05_00_33_36_416.jpg,IMG\right_2017_08_05_00_33_36_416.jpg,0,0,0,6.851354
IMG\center_2017_08_05_00_33_36_519.jpg,IMG\left_2017_08_05_00_33_36_519.jpg,IMG\right_2017_08_05_00_33_36_519.jpg,0,0,0,6.770561
IMG\center_2017_08_05_00_33_36_614.jpg,IMG\left_2017_08_05_00_33_36_614.jpg,IMG\right_2017_08_05_00_33_36_614.jpg,0,0,0,6.717247
IMG\center_2017_08_05_00_33_36_716.jpg,IMG\left_2017_08_05_00_33_36_716.jpg,IMG\right_2017_08_05_00_33_36_716.jpg,0,0,0,6.650923
IMG\center_2017_08_05_00_33_36_817.jpg,IMG\left_2017_08_05_00_33_36_817.jpg,IMG\right_2017_08_05_00_33_36_817.jpg,0,0,0,6.584184
IMG\center_2017_08_05_00_33_36_922.jpg,IMG\left_2017_08_05_00_33_36_922.jpg,IMG\right_2017_08_05_00_33_36_922.jpg,0,0,0,6.504671
IMG\center_2017_08_05_00_33_37_028.jpg,IMG\left_2017_08_05_00_33_37_028.jpg,IMG\right_2017_08_05_00_33_37_028.jpg,0,0,0,6.439394
IMG\center_2017_08_05_00_33_37_143.jpg,IMG\left_2017_08_05_00_33_37_143.jpg,IMG\right_2017_08_05_00_33_37_143.jpg,0,0,0,6.361923
IMG\center_2017_08_05_00_33_37_260.jpg,IMG\left_2017_08_05_00_33_37_260.jpg,IMG\right_2017_08_05_00_33_37_260.jpg,0,0,0,6.285383
IMG\center_2017_08_05_00_33_37_375.jpg,IMG\left_2017_08_05_00_33_37_375.jpg,IMG\right_2017_08_05_00_33_37_375.jpg,0,0,0,6.222304
IMG\center_2017_08_05_00_33_37_492.jpg,IMG\left_2017_08_05_00_33_37_492.jpg,IMG\right_2017_08_05_00_33_37_492.jpg,0,0,0,6.147445
IMG\center_2017_08_05_00_33_37_608.jpg,IMG\left_2017_08_05_00_33_37_608.jpg,IMG\right_2017_08_05_00_33_37_608.jpg,0,0,0,6.073488
IMG\center_2017_08_05_00_33_37_717.jpg,IMG\left_2017_08_05_00_33_37_717.jpg,IMG\right_2017_08_05_00_33_37_717.jpg,0,0,0,6.012535
IMG\center_2017_08_05_00_33_37_989.jpg,IMG\left_2017_08_05_00_33_37_989.jpg,IMG\right_2017_08_05_00_33_37_989.jpg,0,0,0,5.9402
IMG\center_2017_08_05_00_34_12_139.jpg,IMG\left_2017_08_05_00_34_12_139.jpg,IMG\right_2017_08_05_00_34_12_139.jpg,0,0,0,5.540699E-05
IMG\center_2017_08_05_00_34_12_231.jpg,IMG\left_2017_08_05_00_34_12_231.jpg,IMG\right_2017_08_05_00_34_12_231.jpg,0,0,0,5.513101E-05
IMG\center_2017_08_05_00_34_12_328.jpg,IMG\left_2017_08_05_00_34_12_328.jpg,IMG\right_2017_08_05_00_34_12_328.jpg,0,0,0,5.522741E-05
IMG\center_2017_08_05_00_34_12_426.jpg,IMG\left_2017_08_05_00_34_12_426.jpg,IMG\right_2017_08_05_00_34_12_426.jpg,0,0,0,5.48153E-05
IMG\center_2017_08_05_00_34_12_534.jpg,IMG\left_2017_08_05_00_34_12_534.jpg,IMG\right_2017_08_05_00_34_12_534.jpg,0,0,0,5.507673E-05
IMG\center_2017_08_05_00_34_12_638.jpg,IMG\left_2017_08_05_00_34_12_638.jpg,IMG\right_2017_08_05_00_34_12_638.jpg,0,0,0,5.524722E-05
IMG\center_2017_08_05_00_34_12_734.jpg,IMG\left_2017_08_05_00_34_12_734.jpg,IMG\right_2017_08_05_00_34_12_734.jpg,0,0,0,5.5357E-05
IMG\center_2017_08_05_00_34_12_830.jpg,IMG\left_2017_08_05_00_34_12_830.jpg,IMG\right_2017_08_05_00_34_12_830.jpg,0,0.2895,0,0.2292566
IMG\center_2017_08_05_00_34_12_932.jpg,IMG\left_2017_08_05_00_34_12_932.jpg,IMG\right_2017_08_05_00_34_12_932.jpg,0,0.5915732,0,0.8076895
IMG\center_2017_08_05_00_34_13_032.jpg,IMG\left_2017_08_05_00_34_13_032.jpg,IMG\right_2017_08_05_00_34_13_032.jpg,0,0.8910357,0,1.771342
IMG\center_2017_08_05_00_34_13_127.jpg,IMG\left_2017_08_05_00_34_13_127.jpg,IMG\right_2017_08_05_00_34_13_127.jpg,0.1,0.5967454,0,2.589974
IMG\center_2017_08_05_00_34_13_229.jpg,IMG\left_2017_08_05_00_34_13_229.jpg,IMG\right_2017_08_05_00_34_13_229.jpg,0.35,0.294955,0,2.983528
IMG\center_2017_08_05_00_34_13_328.jpg,IMG\left_2017_08_05_00_34_13_328.jpg,IMG\right_2017_08_05_00_34_13_328.jpg,0.1512562,0,0,3.07116
IMG\center_2017_08_05_00_34_13_428.jpg,IMG\left_2017_08_05_00_34_13_428.jpg,IMG\right_2017_08_05_00_34_13_428.jpg,0,0,0,3.037796
IMG\center_2017_08_05_00_34_13_529.jpg,IMG\left_2017_08_05_00_34_13_529.jpg,IMG\right_2017_08_05_00_34_13_529.jpg,0,0,0,3.008292
IMG\center_2017_08_05_00_34_13_626.jpg,IMG\left_2017_08_05_00_34_13_626.jpg,IMG\right_2017_08_05_00_34_13_626.jpg,0,0,0,2.979112
IMG\center_2017_08_05_00_34_13_731.jpg,IMG\left_2017_08_05_00_34_13_731.jpg,IMG\right_2017_08_05_00_34_13_731.jpg,0,0.1514907,0,3.037138
IMG\center_2017_08_05_00_34_13_829.jpg,IMG\left_2017_08_05_00_34_13_829.jpg,IMG\right_2017_08_05_00_34_13_829.jpg,0,0.449061,0,3.421128
IMG\center_2017_08_05_00_34_13_933.jpg,IMG\left_2017_08_05_00_34_13_933.jpg,IMG\right_2017_08_05_00_34_13_933.jpg,0,0.452264,0,4.040671
IMG\center_2017_08_05_00_34_14_030.jpg,IMG\left_2017_08_05_00_34_14_030.jpg,IMG\right_2017_08_05_00_34_14_030.jpg,0,0.156413,0,4.303397
IMG\center_2017_08_05_00_34_14_135.jpg,IMG\left_2017_08_05_00_34_14_135.jpg,IMG\right_2017_08_05_00_34_14_135.jpg,0,0.1756654,0,4.353257
IMG\center_2017_08_05_00_34_14_232.jpg,IMG\left_2017_08_05_00_34_14_232.jpg,IMG\right_2017_08_05_00_34_14_232.jpg,0.25,0.4649947,0,4.752351
IMG\center_2017_08_05_00_34_14_330.jpg,IMG\left_2017_08_05_00_34_14_330.jpg,IMG\right_2017_08_05_00_34_14_330.jpg,0,0.1676864,0,5.017602
IMG\center_2017_08_05_00_34_14_431.jpg,IMG\left_2017_08_05_00_34_14_431.jpg,IMG\right_2017_08_05_00_34_14_431.jpg,0,0,0,4.989823
IMG\center_2017_08_05_00_34_14_534.jpg,IMG\left_2017_08_05_00_34_14_534.jpg,IMG\right_2017_08_05_00_34_14_534.jpg,0,0,0,4.940869
IMG\center_2017_08_05_00_34_14_634.jpg,IMG\left_2017_08_05_00_34_14_634.jpg,IMG\right_2017_08_05_00_34_14_634.jpg,0,0,0,4.892426
IMG\center_2017_08_05_00_34_14_736.jpg,IMG\left_2017_08_05_00_34_14_736.jpg,IMG\right_2017_08_05_00_34_14_736.jpg,0,0,0,4.844473
IMG\center_2017_08_05_00_34_14_837.jpg,IMG\left_2017_08_05_00_34_14_837.jpg,IMG\right_2017_08_05_00_34_14_837.jpg,0,0,0,4.796998
IMG\center_2017_08_05_00_34_14_946.jpg,IMG\left_2017_08_05_00_34_14_946.jpg,IMG\right_2017_08_05_00_34_14_946.jpg,0,0.327571,0,5.082237
IMG\center_2017_08_05_00_34_15_060.jpg,IMG\left_2017_08_05_00_34_15_060.jpg,IMG\right_2017_08_05_00_34_15_060.jpg,0,0.670029,0,5.873152
IMG\center_2017_08_05_00_34_15_175.jpg,IMG\left_2017_08_05_00_34_15_175.jpg,IMG\right_2017_08_05_00_34_15_175.jpg,0,1,0,6.924744
IMG\center_2017_08_05_00_34_15_280.jpg,IMG\left_2017_08_05_00_34_15_280.jpg,IMG\right_2017_08_05_00_34_15_280.jpg,0.15,0.6848977,0,7.969207
IMG\center_2017_08_05_00_34_15_389.jpg,IMG\left_2017_08_05_00_34_15_389.jpg,IMG\right_2017_08_05_00_34_15_389.jpg,0.4,0.3558011,0,8.389892
IMG\center_2017_08_05_00_34_15_500.jpg,IMG\left_2017_08_05_00_34_15_500.jpg,IMG\right_2017_08_05_00_34_15_500.jpg,0.1636755,0.02726149,0,8.467617
IMG\center_2017_08_05_00_34_15_608.jpg,IMG\left_2017_08_05_00_34_15_608.jpg,IMG\right_2017_08_05_00_34_15_608.jpg,0,0,0,8.376051
IMG\center_2017_08_05_00_34_15_718.jpg,IMG\left_2017_08_05_00_34_15_718.jpg,IMG\right_2017_08_05_00_34_15_718.jpg,0,0,0,8.293259
IMG\center_2017_08_05_00_34_15_826.jpg,IMG\left_2017_08_05_00_34_15_826.jpg,IMG\right_2017_08_05_00_34_15_826.jpg,0,0.3246553,0,8.526981
IMG\center_2017_08_05_00_34_15_931.jpg,IMG\left_2017_08_05_00_34_15_931.jpg,IMG\right_2017_08_05_00_34_15_931.jpg,0,0.01023984,0,8.557615
IMG\center_2017_08_05_00_34_16_036.jpg,IMG\left_2017_08_05_00_34_16_036.jpg,IMG\right_2017_08_05_00_34_16_036.jpg,0,0,0,8.473624
IMG\center_2017_08_05_00_34_16_143.jpg,IMG\left_2017_08_05_00_34_16_143.jpg,IMG\right_2017_08_05_00_34_16_143.jpg,0,0,0,8.372612
IMG\center_2017_08_05_00_34_16_249.jpg,IMG\left_2017_08_05_00_34_16_249.jpg,IMG\right_2017_08_05_00_34_16_249.jpg,-0.25,0,0,8.272799
IMG\center_2017_08_05_00_34_16_353.jpg,IMG\left_2017_08_05_00_34_16_353.jpg,IMG\right_2017_08_05_00_34_16_353.jpg,-0.01021891,0,0,8.186705
IMG\center_2017_08_05_00_34_16_447.jpg,IMG\left_2017_08_05_00_34_16_447.jpg,IMG\right_2017_08_05_00_34_16_447.jpg,0,0,0,8.103806
IMG\center_2017_08_05_00_34_16_547.jpg,IMG\left_2017_08_05_00_34_16_547.jpg,IMG\right_2017_08_05_00_34_16_547.jpg,0,0,0,8.02312
IMG\center_2017_08_05_00_34_16_767.jpg,IMG\left_2017_08_05_00_34_16_767.jpg,IMG\right_2017_08_05_00_34_16_767.jpg,0,0,0,7.943298
IMG\center_2017_08_05_00_34_39_270.jpg,IMG\left_2017_08_05_00_34_39_270.jpg,IMG\right_2017_08_05_00_34_39_270.jpg,0,0,0,5.496971E-05
IMG\center_2017_08_05_00_34_39_367.jpg,IMG\left_2017_08_05_00_34_39_367.jpg,IMG\right_2017_08_05_00_34_39_367.jpg,0,0,0,5.49675E-05
IMG\center_2017_08_05_00_34_39_459.jpg,IMG\left_2017_08_05_00_34_39_459.jpg,IMG\right_2017_08_05_00_34_39_459.jpg,0,0,0,5.51832E-05
IMG\center_2017_08_05_00_34_39_558.jpg,IMG\left_2017_08_05_00_34_39_558.jpg,IMG\right_2017_08_05_00_34_39_558.jpg,0,0,0,5.493504E-05
IMG\center_2017_08_05_00_34_39_644.jpg,IMG\left_2017_08_05_00_34_39_644.jpg,IMG\right_2017_08_05_00_34_39_644.jpg,0,0,0,5.501112E-05
IMG\center_2017_08_05_00_34_39_747.jpg,IMG\left_2017_08_05_00_34_39_747.jpg,IMG\right_2017_08_05_00_34_39_747.jpg,0,0,0,5.502201E-05
IMG\center_2017_08_05_00_34_39_843.jpg,IMG\left_2017_08_05_00_34_39_843.jpg,IMG\right_2017_08_05_00_34_39_843.jpg,0,0.1592033,0,0.1492713
IMG\center_2017_08_05_00_34_39_937.jpg,IMG\left_2017_08_05_00_34_39_937.jpg,IMG\right_2017_08_05_00_34_39_937.jpg,0,0.4414221,0,0.4545656
IMG\center_2017_08_05_00_34_40_026.jpg,IMG\left_2017_08_05_00_34_40_026.jpg,IMG\right_2017_08_05_00_34_40_026.jpg,0,0.7111776,0,1.169657
IMG\center_2017_08_05_00_34_40_125.jpg,IMG\left_2017_08_05_00_34_40_125.jpg,IMG\right_2017_08_05_00_34_40_125.jpg,0,0.7106306,0,2.024847
IMG\center_2017_08_05_00_34_40_222.jpg,IMG\left_2017_08_05_00_34_40_222.jpg,IMG\right_2017_08_05_00_34_40_222.jpg,0,0.4223513,0,2.556272
IMG\center_2017_08_05_00_34_40_321.jpg,IMG\left_2017_08_05_00_34_40_321.jpg,IMG\right_2017_08_05_00_34_40_321.jpg,0,0.1225807,0,2.733195
IMG\center_2017_08_05_00_34_40_422.jpg,IMG\left_2017_08_05_00_34_40_422.jpg,IMG\right_2017_08_05_00_34_40_422.jpg,0.15,0,0,2.737882
IMG\center_2017_08_05_00_34_40_510.jpg,IMG\left_2017_08_05_00_34_40_510.jpg,IMG\right_2017_08_05_00_34_40_510.jpg,0.35,0,0,2.708214
IMG\center_2017_08_05_00_34_40_610.jpg,IMG\left_2017_08_05_00_34_40_610.jpg,IMG\right_2017_08_05_00_34_40_610.jpg,0.1011226,0,0,2.682287
IMG\center_2017_08_05_00_34_40_707.jpg,IMG\left_2017_08_05_00_34_40_707.jpg,IMG\right_2017_08_05_00_34_40_707.jpg,0,0,0,2.653555
IMG\center_2017_08_05_00_34_40_804.jpg,IMG\left_2017_08_05_00_34_40_804.jpg,IMG\right_2017_08_05_00_34_40_804.jpg,0,0,0,2.62688
IMG\center_2017_08_05_00_34_40_906.jpg,IMG\left_2017_08_05_00_34_40_906.jpg,IMG\right_2017_08_05_00_34_40_906.jpg,0,0,0,2.600486
IMG\center_2017_08_05_00_34_40_993.jpg,IMG\left_2017_08_05_00_34_40_993.jpg,IMG\right_2017_08_05_00_34_40_993.jpg,0,0,0,2.579563
IMG\center_2017_08_05_00_34_41_088.jpg,IMG\left_2017_08_05_00_34_41_088.jpg,IMG\right_2017_08_05_00_34_41_088.jpg,0,0,0,2.553645
IMG\center_2017_08_05_00_34_41_187.jpg,IMG\left_2017_08_05_00_34_41_187.jpg,IMG\right_2017_08_05_00_34_41_187.jpg,0,0,0,2.527986
IMG\center_2017_08_05_00_34_41_289.jpg,IMG\left_2017_08_05_00_34_41_289.jpg,IMG\right_2017_08_05_00_34_41_289.jpg,0,0,0,2.502585
IMG\center_2017_08_05_00_34_41_391.jpg,IMG\left_2017_08_05_00_34_41_391.jpg,IMG\right_2017_08_05_00_34_41_391.jpg,0,0,0,2.477439
IMG\center_2017_08_05_00_34_41_491.jpg,IMG\left_2017_08_05_00_34_41_491.jpg,IMG\right_2017_08_05_00_34_41_491.jpg,0,0.2992544,0,2.688418
IMG\center_2017_08_05_00_34_41_594.jpg,IMG\left_2017_08_05_00_34_41_594.jpg,IMG\right_2017_08_05_00_34_41_594.jpg,0.001782045,0.2974724,0,2.932737
IMG\center_2017_08_05_00_34_41_695.jpg,IMG\left_2017_08_05_00_34_41_695.jpg,IMG\right_2017_08_05_00_34_41_695.jpg,0,0.6015599,0,3.500698
IMG\center_2017_08_05_00_34_41_793.jpg,IMG\left_2017_08_05_00_34_41_793.jpg,IMG\right_2017_08_05_00_34_41_793.jpg,0,0.8961209,0,4.423881
IMG\center_2017_08_05_00_34_41_891.jpg,IMG\left_2017_08_05_00_34_41_891.jpg,IMG\right_2017_08_05_00_34_41_891.jpg,0,0.5990536,0,5.216303
IMG\center_2017_08_05_00_34_41_994.jpg,IMG\left_2017_08_05_00_34_41_994.jpg,IMG\right_2017_08_05_00_34_41_994.jpg,0,0.2926677,0,5.646152
IMG\center_2017_08_05_00_34_42_093.jpg,IMG\left_2017_08_05_00_34_42_093.jpg,IMG\right_2017_08_05_00_34_42_093.jpg,0.25,0,0,5.700191
IMG\center_2017_08_05_00_34_42_192.jpg,IMG\left_2017_08_05_00_34_42_192.jpg,IMG\right_2017_08_05_00_34_42_192.jpg,0.2997486,0,0,5.627052
IMG\center_2017_08_05_00_34_42_289.jpg,IMG\left_2017_08_05_00_34_42_289.jpg,IMG\right_2017_08_05_00_34_42_289.jpg,0.009486943,0,0,5.568062
IMG\center_2017_08_05_00_34_42_391.jpg,IMG\left_2017_08_05_00_34_42_391.jpg,IMG\right_2017_08_05_00_34_42_391.jpg,0,0,0,5.511181
IMG\center_2017_08_05_00_34_42_493.jpg,IMG\left_2017_08_05_00_34_42_493.jpg,IMG\right_2017_08_05_00_34_42_493.jpg,0.1,0,0,5.454881
IMG\center_2017_08_05_00_34_42_594.jpg,IMG\left_2017_08_05_00_34_42_594.jpg,IMG\right_2017_08_05_00_34_42_594.jpg,0.1460521,0,0,5.392438
IMG\center_2017_08_05_00_34_42_693.jpg,IMG\left_2017_08_05_00_34_42_693.jpg,IMG\right_2017_08_05_00_34_42_693.jpg,0,0,0,5.335297
IMG\center_2017_08_05_00_34_42_793.jpg,IMG\left_2017_08_05_00_34_42_793.jpg,IMG\right_2017_08_05_00_34_42_793.jpg,0,0,0,5.282172
